P1_LN	P1_PT	P2_ANT	P2_NCT	P2_PT	P3_ANT	P3_NCT	P3_PT	P4_ANT	P4_NCT	P4_PT	P5_ANT	P5_LN	P5_NCT	P5_PT	P6_ANT	P6_LN	P6_NCT	P6_PT	P7_ANT	P7_LN	P7_NCT	P7_PT	Organism	Protein.Existence	Protein.Length	Number.Of.Imputations	ANT_vs_PT_logFC	ANT_vs_PT_AveExpr	ANT_vs_PT_t	ANT_vs_PT_P.Value	ANT_vs_PT_adj.P.Val	ANT_vs_PT_B	ANT_vs_PT_-log(P.Value)	ANT_vs_PT_-log(adj.P.Val)	Protein	Protein.ID	Entry.Name	Gene	Description	Indistinguishable.Proteins	ANT_vs_PT_Valid	ANT_vs_PT_Significant
19.690250396728516	19.341272354125977	18.62166404724121	18.297189712524414	19.262170791625977	17.943872451782227	19.282621383666992	17.898151397705078	19.915781021118164	19.161760330200195	18.779218673706055	18.544889450073242	19.356815338134766	19.629013061523438	19.21175765991211	18.769493103027344	19.935245513916016	18.8892879486084	19.164583206176758	18.59375	19.793977737426758	18.48235511779785	19.50333023071289	Homo sapiens	1:Experimental evidence at protein level	1052	9	-0.48433341806583	19.0452366916886	-1.53848905274345	0.136631141398146	0.220470944600544	-5.64688906040782	0.864450303612182	0.656648637176215	sp|A0AVT1|UBA6_HUMAN	A0AVT1	UBA6_HUMAN	UBA6	Ubiquitin-like modifier-activating enzyme 6		+	
19.811185836791992	19.395097732543945	19.32362174987793	20.125892639160156	20.500335693359375	20.233095169067383	18.73802947998047	19.297773361206055	20.791337966918945	20.435176849365234	20.27159881591797	20.691211700439453	19.738550186157227	20.176713943481445	19.625713348388672	20.32578468322754	19.52165985107422	20.127853393554688	19.865306854248047	19.984251022338867	19.572656631469727	19.72332763671875	19.939205169677734	Homo sapiens	1:Experimental evidence at protein level	921	2	-1.20826328244977	19.9296502781478	-3.91300726054323	0.000629102370371804	0.00248414782146815	-0.703656121632412	3.20127867844962	2.60482256463966	sp|A0FGR8|ESYT2_HUMAN	A0FGR8	ESYT2_HUMAN	ESYT2	Extended synaptotagmin-2		+	+
18.547080993652344	18.73748779296875	18.166378021240234	19.242103576660156	18.491474151611328	18.492700576782227	19.739709854125977	18.198774337768555	18.4108829498291	17.438095092773438	18.274627685546875	19.61676597595215	19.440797805786133	16.85540199279785	18.439498901367188	18.053775787353516	18.983253479003906	18.697771072387695	19.228910446166992	18.8515682220459	18.978891372680664	19.21674346923828	19.652568817138672	Homo sapiens	1:Experimental evidence at protein level	2376	12	-0.649340368169383	18.6890009275733	-1.4644544557297	0.155671196264395	0.244626165558334	-5.75149407828403	0.80779173721129	0.611497092067322	sp|A5YKK6|CNOT1_HUMAN	A5YKK6	CNOT1_HUMAN	CNOT1	CCR4-NOT transcription complex subunit 1		+	
18.216632843017578	17.584810256958008	20.069477081298828	18.886680603027344	17.77263641357422	18.625551223754883	18.455907821655273	17.546003341674805	18.614561080932617	18.505643844604492	18.021297454833984	18.56260871887207	18.015365600585938	18.85883903503418	18.096529006958008	18.425701141357422	18.307876586914062	19.35174560546875	18.04288673400879	18.40777587890625	17.5295467376709	19.076189041137695	18.116676330566406	Homo sapiens	1:Experimental evidence at protein level	294	16	-1.65513936711041	18.4080800914298	-5.73713043967052	5.848324827168E-06	5.81059369925078E-05	3.87515362436469	5.23296851383253	4.23577949116636	sp|A6NDU8|RIMC1_HUMAN	A6NDU8	RIMC1_HUMAN	RIMOC1	RAB7A-interacting MON1-CCZ1 complex subunit 1		+	+
20.496915817260742	19.634775161743164	19.369903564453125	18.90376091003418	19.394182205200195	19.063997268676758	19.244243621826172	17.337671279907227	18.79593849182129	17.60024642944336	18.766820907592773	18.712324142456055	18.64118194580078	19.20710563659668	18.13420867919922	20.14748764038086	20.35700225830078	18.763151168823242	19.72087860107422	17.83228874206543	20.606746673583984	20.176057815551758	20.353851318359375	Homo sapiens	1:Experimental evidence at protein level	446	12	-0.722469477532023	19.1880139945803	-1.40104058484791	0.173630139874718	0.266557423458758	-5.83764510437699	0.760374884890394	0.574209218138897	sp|A6NHL2|TBAL3_HUMAN	A6NHL2	TBAL3_HUMAN	TUBAL3	Tubulin alpha chain-like 3		+	
22.070507049560547	21.640310287475586	19.399517059326172	18.934560775756836	22.0053653717041	18.97929573059082	18.997671127319336	21.625995635986328	18.663759231567383	21.176969528198242	21.43771743774414	18.205137252807617	22.531082153320312	17.534881591796875	22.543930053710938	19.48078727722168	22.569570541381836	18.70573616027832	22.289995193481445	18.72181510925293	21.862443923950195	18.323217391967773	20.708168029785156	Homo sapiens	1:Experimental evidence at protein level	334	11	2.00609100922388	20.3383879773638	5.11338099386187	2.86875390253279E-05	0.000204295075602335	2.3101718258003	4.54230670632222	3.68974210162261	sp|A6NHQ2|FBLL1_HUMAN	A6NHQ2	FBLL1_HUMAN	FBLL1	RNA 2'-O-methyltransferase FBLL1		+	+
16.765581130981445	16.213409423828125	18.605077743530273	18.772611618041992	16.94063949584961	18.380613327026367	19.0556583404541	18.39702796936035	18.30375099182129	15.969644546508789	17.14497947692871	18.08951187133789	17.79291534423828	18.358003616333008	17.55231285095215	19.251909255981445	18.478647232055664	18.772119522094727	17.613300323486328	18.746105194091797	16.437917709350586	18.915279388427734	17.26710319519043	Homo sapiens	1:Experimental evidence at protein level	2005	14	-2.00180977057541	17.9242437654674	-4.11512594269394	0.000375147734489323	0.00160758959614207	-0.202679729280514	3.42579767190276	2.7938248131	sp|A6NHR9|SMHD1_HUMAN	A6NHR9	SMHD1_HUMAN	SMCHD1	Structural maintenance of chromosomes flexible hinge domain-containing protein 1		+	+
17.387271881103516	17.37284278869629	19.841079711914062	18.31422996520996	17.25039291381836	18.599136352539062	19.250835418701172	18.100345611572266	18.396371841430664	17.898147583007812	17.94847297668457	18.113203048706055	19.286209106445312	18.73126983642578	17.309389114379883	18.83226776123047	19.6096134185791	18.697446823120117	18.37767219543457	18.71209716796875	18.857162475585938	19.576570510864258	18.684833526611328	Homo sapiens	5:Protein uncertain	391	19	-1.64065104088294	18.4940923336909	-4.28156092715149	0.000244613977251567	0.00113508256110708	0.213086957923471	3.61151873098821	2.9449725485773	sp|A6NI72|NCF1B_HUMAN	A6NI72	NCF1B_HUMAN	NCF1B	Putative neutrophil cytosol factor 1B	sp|P14598|NCF1_HUMAN	+	+
18.079675674438477	16.812135696411133	22.499547958374023	21.21814727783203	18.606618881225586	20.8842716217041	20.088472366333008	20.381921768188477	22.434215545654297	23.60917091369629	23.244340896606445	21.566198348999023	20.432479858398438	22.291091918945312	20.419279098510742	20.45461654663086	17.02347183227539	22.207677841186523	17.424030303955078	19.918367385864258	17.267391204833984	21.84085464477539	20.572643280029297	Homo sapiens	1:Experimental evidence at protein level	2263	6	-2.4971233708739	20.4268209836573	-3.30838969750842	0.00287372307384765	0.00861417719459929	-2.16187193126952	2.54155508494726	2.06478619899492	sp|A6NMZ7|CO6A6_HUMAN	A6NMZ7	CO6A6_HUMAN	COL6A6	Collagen alpha-6(VI) chain		+	+
19.799755096435547	20.137332916259766	19.579402923583984	18.874481201171875	19.825925827026367	19.103012084960938	19.27305030822754	19.247594833374023	18.3507137298584	17.910398483276367	18.211978912353516	18.49029541015625	17.60027503967285	18.05797004699707	18.29452133178711	18.42722511291504	20.522226333618164	19.119455337524414	20.061437606811523	19.160091400146484	19.951248168945312	18.970172882080078	20.100204467773438	Homo sapiens	5:Protein uncertain	76	15	-0.226532530582222	19.0896373158102	-0.493424130543792	0.626067787883607	0.721192627089859	-6.68355472850542	0.203378640735383	0.141948721814524	sp|A8MWD9|RUXGL_HUMAN	A8MWD9	RUXGL_HUMAN	SNRPGP15	Putative small nuclear ribonucleoprotein G-like protein 15	sp|P62308|RUXG_HUMAN	+	
16.719955444335938	17.90708351135254	19.60032081604004	19.835613250732422	18.121429443359375	19.15545654296875	18.780338287353516	18.5299072265625	19.184303283691406	18.0371036529541	18.344680786132812	18.15572738647461	20.87054443359375	17.54527473449707	18.042003631591797	18.71635627746582	19.643342971801758	18.88129234313965	17.48180389404297	18.60195541381836	18.488828659057617	18.90920066833496	19.489431381225586	Homo sapiens	1:Experimental evidence at protein level	1018	19	-1.39478330134787	18.6610616827114	-2.82331975764176	0.00924915723822222	0.0233025801993656	-3.26329996716594	2.03389783736518	1.6325959886604	sp|B0I1T2|MYO1G_HUMAN	B0I1T2	MYO1G_HUMAN	MYO1G	Unconventional myosin-Ig		+	+
20.666141510009766	20.220420837402344	18.716632843017578	19.338247299194336	20.522430419921875	20.018512725830078	18.7419376373291	20.641233444213867	20.1013240814209	19.819067001342773	20.07134246826172	20.51904296875	21.26224708557129	20.756837844848633	20.56339454650879	18.4289608001709	21.097801208496094	18.441234588623047	20.52250099182129	19.51091766357422	20.75031852722168	18.821598052978516	20.59052276611328	Homo sapiens	1:Experimental evidence at protein level	914	7	0.0769928276140597	19.9960612568504	0.227060052644558	0.822244166422207	0.877440288464408	-6.78160561628363	0.0849991990245506	0.0567824284493391	sp|B5ME19|EIFCL_HUMAN	B5ME19	EIFCL_HUMAN	EIF3CL	Eukaryotic translation initiation factor 3 subunit C-like protein	sp|Q99613|EIF3C_HUMAN	+	
22.90395164489746	21.180648803710938	24.415414810180664	23.87510871887207	21.071805953979492	23.522789001464844	23.703134536743164	23.117998123168945	23.056062698364258	23.966739654541016	23.224130630493164	23.46476173400879	20.978561401367188	24.105640411376953	21.988950729370117	23.13242530822754	20.83416748046875	23.79888916015625	21.781583786010742	23.0024471282959	21.621246337890625	24.09719467163086	22.755571365356445	Homo sapiens	1:Experimental evidence at protein level	214	0	-2.21265158694363	22.8736757014645	-6.06523236296918	2.56488556723263E-06	3.04248783052718E-05	4.68775419050533	5.59093200623561	4.51677115020405	sp|B9A064|IGLL5_HUMAN	B9A064	IGLL5_HUMAN	IGLL5	Immunoglobulin lambda-like polypeptide 5	sp|P0DOX8|IGL1_HUMAN	+	+
22.5039119720459	22.168771743774414	21.54800033569336	21.336505889892578	22.757204055786133	21.43629264831543	21.397844314575195	22.346481323242188	21.46638298034668	21.671226501464844	21.81101417541504	21.230514526367188	22.607707977294922	21.524456024169922	22.644941329956055	20.970693588256836	22.649662017822266	21.40645980834961	22.178585052490234	20.800582885742188	22.553342819213867	21.28675651550293	22.690841674804688	Homo sapiens	1:Experimental evidence at protein level	2078	0	0.232892886917224	21.8621825428799	1.19510917675381	0.24338337457646	0.347415188432137	-6.09460531413254	0.613709091579684	0.459151198819044	sp|E9PAV3|NACAM_HUMAN	E9PAV3	NACAM_HUMAN	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	sp|Q13765|NACA_HUMAN	+	
19.478700637817383	18.37415313720703	19.339101791381836	17.834861755371094	18.545787811279297	19.22878646850586	19.91492462158203	18.628881454467773	19.46321678161621	18.771724700927734	17.941816329956055	18.43182945251465	18.126230239868164	18.458288192749023	17.82967758178711	18.91518783569336	19.65950584411621	18.106801986694336	19.88921546936035	18.234487533569336	19.540904998779297	19.270273208618164	19.573532104492188			27	16	-1.02573955384369	18.8538208743065	-2.58931349623213	0.0158815143414625	0.0371034301391897	-3.76361381534219	1.79910808888722	1.43058593885771	sp|NC_000001.11|NC_000001.11_168055901_168055984_-	NC_000001.11				sp|P23434|GCSH_HUMAN	+	+
20.745134353637695	20.7426815032959	21.134233474731445	20.387781143188477	20.411251068115234	21.105484008789062	20.587474822998047	21.216089248657227	20.672685623168945	20.407062530517578	20.80214500427246	19.998573303222656	21.40190887451172	20.51064109802246	21.287134170532227	19.519514083862305	21.993669509887695	20.54823112487793	21.425743103027344	18.927576065063477	21.784685134887695	21.816835403442383	22.193571090698242			57	0	0.0784743406355837	20.8480761018253	0.220786614135034	0.827071835163563	0.880304536433269	-6.783046762972	0.0824567682463998	0.0553670601079839	sp|NC_000001.11|NC_000001.11_228464244_228464417_-	NC_000001.11					+	
22.12986183166504	21.98475456237793	19.83476448059082	21.197311401367188	22.52484130859375	19.072744369506836	19.081058502197266	21.604036331176758	20.053180694580078	21.325332641601562	20.717334747314453	19.078237533569336	22.90021324157715	20.990947723388672	21.96369171142578	21.02046775817871	22.585586547851562	20.635549545288086	22.06890106201172	19.66582679748535	22.45305061340332	20.72352409362793	21.7471981048584			92	5	1.15740838471883	21.0882674896485	3.14349599995537	0.0043027130382613	0.0121026083633286	-2.54473701741553	2.36625761744414	1.91712102011984	sp|NC_000002.12|NC_000002.12_230573165_230573443_-	NC_000002.12					+	+
19.779861450195312	20.908306121826172	21.09624481201172	20.573579788208008	20.852296829223633	18.660945892333984	18.660341262817383	17.431535720825195	18.488645553588867	17.283184051513672	19.858448028564453	18.81209373474121	21.797086715698242	18.362398147583008	20.326738357543945	20.94415855407715	22.044885635375977	22.060508728027344	20.9754695892334	18.285842895507812	23.490541458129883	22.17238426208496	23.381450653076172			91	8	0.329442032137237	20.2661304293241	0.375948125072664	0.710162252748653	0.789995390868028	-6.73563966990789	0.148642415473771	0.102375442540472	sp|NC_000002.12|NC_000002.12_56248065_56248340_-	NC_000002.12					+	
20.316877365112305	20.3505916595459	19.995500564575195	19.59868812561035	20.137495040893555	19.157716751098633	18.776988983154297	17.448509216308594	18.206924438476562	17.854475021362305	18.21061897277832	18.79279136657715	17.297420501708984	18.574745178222656	18.49308204650879	18.493045806884766	21.232173919677734	18.372053146362305	21.47763442993164	19.062910079956055	18.568309783935547	19.152599334716797	20.60738182067871			58	8	-0.208315083207225	19.1388045843279	-0.334808040863871	0.740593977481375	0.81684134311285	-6.75059178952049	0.130419823959869	0.0878622892470717	sp|NC_000003.12|NC_000003.12_132243609_132243785_-	NC_000003.12					+	
17.39112091064453	18.747770309448242	18.506818771362305	18.65884017944336	16.771595001220703	19.20800018310547	18.736557006835938	18.577789306640625	18.846040725708008	18.31793212890625	17.5234317779541	18.439605712890625	19.83106803894043	19.106700897216797	17.433107376098633	18.765766143798828	21.092819213867188	19.273380279541016	20.121858596801758	19.067276000976562	19.83732032775879	19.57986831665039	18.690685272216797			21	16	-1.30474752372853	18.8105686685164	-2.67766726239201	0.0129760672834855	0.0310116680761477	-3.57745281986431	1.88685691122396	1.50847487301508	sp|NC_000003.12|NC_000003.12_70814292_70814357_-	NC_000003.12					+	+
24.189842224121094	22.658437728881836	22.412212371826172	23.116182327270508	24.072528839111328	23.642112731933594	22.76912498474121	21.820392608642578	23.00579261779785	23.220714569091797	22.343204498291016	23.437496185302734	22.482818603515625	17.890697479248047	21.338926315307617	23.27897834777832	22.663911819458008	23.6431884765625	23.30752944946289	23.321613311767578	21.768245697021484	23.022937774658203	22.502901077270508			54	1	-1.54788742969248	22.7014327389655	-2.22508532765729	0.0354384673788545	0.0719725678305341	-4.49115068234235	1.45052506848078	1.14283300231824	sp|NC_000006.12|NC_000006.12_10112717_10112881_+	NC_000006.12					+	
21.544179916381836	22.03281593322754	24.440261840820312	25.085533142089844	22.24093246459961	22.3617000579834	22.870052337646484	22.32465171813965	22.4206485748291	20.965679168701172	22.520957946777344	22.684673309326172	20.802486419677734	22.310956954956055	20.904748916625977	25.38018798828125	21.483776092529297	21.185211181640625	20.028242111206055	25.69791030883789	22.7054500579834	24.726167678833008	23.717111587524414			72	0	-2.81570669630591	22.6526139390105	-3.74583657187264	0.000962116287271153	0.00353301718604489	-1.11378185990382	3.0167724332969	2.4518542499735	sp|NC_000007.14|NC_000007.14_119210946_119211164_-	NC_000007.14					+	+
17.388397216796875	17.338489532470703	21.64971160888672	19.237838745117188	17.132688522338867	22.160049438476562	21.891639709472656	20.56747817993164	19.92923355102539	20.321062088012695	17.742233276367188	19.48857307434082	17.24895477294922	20.530031204223633	17.14412498474121	19.595613479614258	17.3852481842041	20.302579879760742	17.413049697875977	21.58829116821289	17.437318801879883	20.16898536682129	17.84749412536621			34	6	-3.6504162274347	19.2282538409653	-6.84850167902228	3.75152409667501E-07	7.83369099509086E-06	6.58411057375391	6.4257922596578	5.10603356347154	sp|NC_000008.11|NC_000008.11_101212165_101212269_+	NC_000008.11					+	+
17.70343589782715	15.217693328857422	20.970592498779297	18.493389129638672	16.676456451416016	19.856395721435547	20.562416076660156	18.973365783691406	20.64672088623047	21.16735076904297	21.510948181152344	20.794313430786133	17.981971740722656	19.409196853637695	18.792186737060547	20.03534507751465	15.854809761047363	20.03995704650879	16.288501739501953	19.00357437133789	17.235767364501953	19.84593963623047	18.585824966430664			50	3	-3.00074130215889	18.9655669314902	-4.47429270741618	0.000148881014776576	0.000757939711589841	0.697155650778403	3.82716067970557	3.1203653378576	sp|NC_000008.11|NC_000008.11_104767848_104768000_+	NC_000008.11					+	+
20.975006103515625	21.865009307861328	19.647050857543945	21.465900421142578	21.99968910217285	19.043495178222656	19.759746551513672	22.771839141845703	21.91404914855957	22.36514663696289	21.368839263916016	19.03281021118164	18.00655746459961	19.172807693481445	19.86556625366211	22.341463088989258	22.25519371032715	21.914613723754883	22.98236846923828	18.322587966918945	23.289154052734375	22.141006469726562	23.36764144897461			16	7	1.1146598414438	21.1175952708964	1.42017190522019	0.168046489999727	0.26009205487395	-5.81199398646539	0.774570554242821	0.584872914152083	sp|NC_000008.11|NC_000008.11_6264939_6264989_+	NC_000008.11					+	
23.414260864257812	24.72088050842285	19.316537857055664	21.885936737060547	24.78447914123535	23.46624755859375	22.61646270751953	24.770244598388672	23.488649368286133	23.442306518554688	24.320697784423828	23.179180145263672	24.719226837158203	24.371559143066406	23.70305633544922	22.482276916503906	24.09787368774414	23.295499801635742	22.706157684326172	18.685150146484375	22.639869689941406	23.383790969848633	24.822246551513672			47	2	1.54389021156305	23.2187062894828	2.3113113522848	0.0294449106793238	0.0620635243061196	-4.32514994255753	1.53098975876784	1.20716356643729	sp|NC_000009.12|NC_000009.12_136947694_136947837_+	NC_000009.12					+	
19.337406158447266	17.458810806274414	18.9910945892334	19.370113372802734	17.768064498901367	18.425790786743164	18.83955192565918	16.978553771972656	18.325992584228516	18.192636489868164	18.85331153869629	17.856136322021484	21.764305114746094	18.520917892456055	17.168487548828125	19.025066375732422	20.635400772094727	19.036190032958984	17.78580665588379	19.088417053222656	20.437376022338867	19.41080093383789	20.185688018798828			33	18	-1.34809844463014	18.8486802523724	-2.92544908590896	0.00726714861000465	0.0190898232143406	-3.03802405247586	2.13863595858408	1.71919809347076	sp|NC_000010.11|NC_000010.11_68316521_68316622_+	NC_000010.11					+	+
20.20669937133789	20.215129852294922	19.56807518005371	18.79850196838379	19.90365219116211	18.658870697021484	18.915246963500977	17.894418716430664	19.12270164489746	18.463003158569336	17.33209228515625	18.505956649780273	18.203733444213867	18.32550621032715	17.262046813964844	19.14313316345215	21.422435760498047	18.741315841674805	20.14138412475586	18.751848220825195	20.3587703704834	19.334096908569336	20.564773559570312			86	15	-0.693954668300943	19.1230280899041	-1.27935742250142	0.212648609401568	0.312815626009232	-5.99378065441905	0.672337452974412	0.504711560854888	sp|NC_000010.11|NC_000010.11_91807179_91807439_-	NC_000010.11				sp|P49458|SRP09_HUMAN	+	
17.259471893310547	16.206741333007812	19.355342864990234	18.1955509185791	16.81663703918457	18.848957061767578	19.374174118041992	18.19280433654785	18.738584518432617	18.365253448486328	17.472637176513672	18.58489990234375	18.688478469848633	18.865943908691406	18.37354278564453	18.311473846435547	19.63606071472168	18.372119903564453	18.4793643951416	18.271028518676758	19.743499755859375	19.15726089477539	19.499637603759766			9	17	-1.57596878866608	18.4769499783472	-3.65888849439188	0.00119854000406282	0.0041830064731031	-1.32526355369298	2.92134746579905	2.37851146335846	sp|NC_000011.10|NC_000011.10_60198603_60198632_-	NC_000011.10					+	+
16.783248901367188	17.19651985168457	22.130653381347656	24.232757568359375	16.887258529663086	19.564979553222656	21.300243377685547	21.043853759765625	23.742094039916992	23.49159049987793	18.606897354125977	21.542739868164062	17.312908172607422	21.231765747070312	22.671127319335938	21.817426681518555	19.606836318969727	22.426719665527344	18.390907287597656	20.51726531982422	20.60001564025879	20.657821655273438	18.138887405395508			37	6	-3.39939135350176	20.4599501809012	-4.09403871111711	0.000395991704232193	0.00167075951922624	-0.255168629684825	3.40231391216519	2.77708605578521	sp|NC_000012.12|NC_000012.12_108003964_108004077_+	NC_000012.12					+	+
24.954458236694336	23.234352111816406	23.00119400024414	22.655250549316406	24.116565704345703	23.099824905395508	22.79657745361328	24.338977813720703	22.60171127319336	23.046234130859375	24.022069931030273	22.648773193359375	23.858478546142578	23.11145782470703	23.7506103515625	22.395055770874023	22.421815872192383	22.91071128845215	23.8990535736084	22.373310089111328	24.63988494873047	22.656993865966797	23.499683380126953			97	0	0.194448219402574	23.3000449073093	0.632489597640911	0.532873655775433	0.638619011590791	-6.60412074291179	0.273375749892638	0.194758156723488	sp|NC_000012.12|NC_000012.12_62755350_62755643_+	NC_000012.12					+	
