id,label
sp|P56385|ATP5I_HUMAN,1
NC_000003.12_3891,0
NC_000007.14_2926,0
sp|P13501|CCL5_HUMAN,1
NC_000003.12_7802,0
SPENO006179,1
NC_000010.11_1260,0
SPENO004023,1
sp|P56378|ATP68_HUMAN,1
sp|Q15847|ADIRF_HUMAN,1
NC_000012.12_2993,0
SPROHSA162393,1
sp|P60022|DEFB1_HUMAN,1
sp|Q8NHE4|VA0E2_HUMAN,1
NC_000001.11_14502,0
NC_000004.12_722,0
SPENO000861,1
sp|Q13794|APR_HUMAN,1
SPENO005750,1
SPENO005918,1
sp|O14957|QCR10_HUMAN,1
NC_000006.12_449,0
sp|Q8TD33|SG1C1_HUMAN,1
NC_000014.9_533,0
sp|A6NJ69|IGIP_HUMAN,1
NC_000004.12_4269,0
NC_000005.10_3625,0
SPENO002506,1
NC_000015.10_3175,0
SPENO006529,1
SPENO002064,1
NC_000014.9_5342,0
sp|Q5STR5|SIM40_HUMAN,1
NC_000008.11_2952,0
NC_000011.10_8218,0
NC_000002.12_5416,0
sp|Q8N4H5|TOM5_HUMAN,1
NC_000004.12_6717,0
sp|Q96FX2|DPH3_HUMAN,1
SPENO006280,1
SPENO000857,1
SPENO001006,1
NC_000003.12_6678,0
NC_000001.11_12985,0
NC_000011.10_8228,0
NC_000010.11_4874,0
NC_000003.12_9675,0
NC_000010.11_5479,0
NC_000015.10_3532,0
NC_000005.10_8749,0
NC_000016.10_2880,0
NC_000001.11_11827,0
SPENO005561,1
SPENO005530,1
SPROHSA204185,1
SPENO002105,1
NC_000003.12_691,0
SPROHSA175770,1
NC_000005.10_2107,0
SPENO001378,1
NC_000013.11_3307,0
NC_000001.11_15566,0
SPROHSA409324,1
sp|P0DP74|D130A_HUMAN,1
SPENO006221,1
NC_000009.12_5672,0
SPENO004759,1
NC_000007.14_2918,0
NC_000003.12_8851,0
SPENO000785,1
sp|Q6UW10|SFTA2_HUMAN,1
NC_000001.11_5826,0
sp|O15263|DFB4A_HUMAN,1
NC_000005.10_3264,0
NC_000002.12_8829,0
NC_000019.10_2994,0
sp|Q3LHN2|KR192_HUMAN,1
sp|Q6UWK7|GP15L_HUMAN,1
NC_000003.12_2136,0
NC_000010.11_3983,0
NC_000006.12_2107,0
SPENO006734,1
SPROHSA172941,1
sp|P30273|FCERG_HUMAN,1
NC_000019.10_8689,0
SPENO000315,1
NC_000003.12_7897,0
NC_000014.9_5908,0
SPROHSA172602,1
NC_000016.10_2295,0
SPROHSA396747,1
NC_000011.10_1383,0
sp|Q13296|SG2A2_HUMAN,1
NC_000019.10_4997,0
NC_000005.10_5288,0
SPENO000442,1
NC_000023.11_3502,0
NC_000012.12_6044,0
NC_000020.11_337,0
sp|A1L168|CT202_HUMAN,1
NC_000020.11_923,0
NC_000006.12_2254,0
SPROHSA397851,1
sp|Q8NG35|D105A_HUMAN,1
NC_000017.11_4654,0
sp|Q969E1|LEAP2_HUMAN,1
SPENO006935,1
NC_000017.11_2755,0
NC_000006.12_5930,0
SPENO004179,1
SPENO000695,1
sp|O95167|NDUA3_HUMAN,1
NC_000009.12_4084,0
SPENO004230,1
NC_000009.12_4829,0
NC_000018.10_1274,0
NC_000014.9_2435,0
NC_000001.11_8761,0
NC_000002.12_10038,0
SPROHSA191067,1
NC_000001.11_13554,0
NC_000013.11_1573,0
NC_000004.12_4387,0
NC_000012.12_8108,0
NC_000017.11_3306,0
SPENO005780,1
sp|Q9BZL1|UBL5_HUMAN,1
SPENO001488,1
NC_000022.11_2156,0
SPENO001061,1
NC_000004.12_3609,0
sp|P22531|SPR2E_HUMAN,1
SPENO007032,1
sp|Q9NP97|DLRB1_HUMAN,1
NC_000001.11_7922,0
sp|Q9Y5J7|TIM9_HUMAN,1
NC_000006.12_269,0
NC_000003.12_4182,0
NC_000001.11_11629,0
SPENO006372,1
SPENO005490,1
NC_000015.10_1994,0
NC_000009.12_660,0
SPROHSA145890,1
sp|P04080|CYTB_HUMAN,1
sp|Q5JTB6|PLAC9_HUMAN,1
SPROHSA201051,1
NC_000012.12_8713,0
SPENO004462,1
SPROHSA408136,1
NC_000012.12_7114,0
NC_000021.9_704,0
NC_000014.9_4623,0
NC_000005.10_6082,0
NC_000008.11_3237,0
NC_000004.12_5526,0
sp|Q969W0|SPTSA_HUMAN,1
SPROHSA408799,1
NC_000005.10_3472,0
NC_000023.11_4487,0
NC_000013.11_1692,0
SPENO004927,1
NC_000002.12_9459,0
SPROHSA395881,1
NC_000005.10_654,0
sp|Q3MIV0|KR221_HUMAN,1
NC_000001.11_1411,0
NC_000019.10_8547,0
sp|P60328|KR123_HUMAN,1
sp|P57730|CAR18_HUMAN,1
SPENO004976,1
SPENO004070,1
NC_000001.11_13934,0
SPROHSA396139,1
NC_000019.10_2685,0
NC_000004.12_151,0
sp|P0DQW1|SIM46_HUMAN,1
sp|A8MSI8|LYRM9_HUMAN,1
NC_000010.11_3722,0
SPENO005932,1
SPENO006263,1
sp|P48539|PCP4_HUMAN,1
NC_000013.11_736,0
NC_000005.10_5544,0
NC_000010.11_5134,0
SPENO005576,1
NC_000015.10_893,0
SPENO006867,1
NC_000006.12_8329,0
SPENO002860,1
NC_000002.12_1718,0
SPENO002955,1
SPENO002784,1
NC_000012.12_1345,0
NC_000009.12_955,0
sp|Q9Y2B9|IPKG_HUMAN,1
SPENO003307,1
NC_000020.11_2120,0
NC_000016.10_4593,0
sp|Q92686|NEUG_HUMAN,1
SPENO002574,1
NC_000020.11_870,0
sp|A0A1B0GV90|CTXD2_HUMAN,1
SPENO006757,1
SPROHSA409583,1
NC_000012.12_575,0
NC_000004.12_5697,0
NC_000011.10_7761,0
NC_000011.10_165,0
NC_000001.11_13380,0
NC_000023.11_1330,0
NC_000007.14_390,0
NC_000008.11_1255,0
sp|Q9BYR6|KRA33_HUMAN,1
sp|Q96KF2|PRAC1_HUMAN,1
sp|O15239|NDUA1_HUMAN,1
NC_000019.10_4786,0
NC_000022.11_2388,0
NC_000002.12_10741,0
NC_000004.12_2902,0
NC_000005.10_6667,0
NC_000012.12_2857,0
NC_000003.12_1339,0
NC_000016.10_1797,0
SPENO000943,1
SPENO000650,1
SPENO006212,1
NC_000015.10_5754,0
SPENO006760,1
NC_000010.11_3536,0
sp|P56381|ATP5E_HUMAN,1
NC_000005.10_1457,0
SPENO006018,1
NC_000001.11_10674,0
SPENO002730,1
sp|C9JLW8|MCRI1_HUMAN,1
SPROHSA223786,1
sp|Q8WXC3|PYDC1_HUMAN,1
SPROHSA152996,1
NC_000013.11_2558,0
SPENO005325,1
SPENO003780,1
NC_000001.11_2717,0
NC_000022.11_805,0
NC_000003.12_9149,0
NC_000018.10_402,0
SPROHSA405633,1
NC_000013.11_922,0
NC_000002.12_1640,0
NC_000001.11_12039,0
NC_000001.11_3770,0
SPROHSA412891,1
NC_000003.12_1605,0
NC_000011.10_6594,0
sp|P10997|IAPP_HUMAN,1
NC_000006.12_8950,0
NC_000006.12_4914,0
NC_000004.12_3700,0
SPENO002309,1
SPENO000290,1
NC_000003.12_677,0
sp|A0A286YFK9|SIM38_HUMAN,1
SPENO002886,1
NC_000008.11_1952,0
NC_000002.12_4683,0
sp|P25063|CD24_HUMAN,1
SPENO000238,1
NC_000006.12_5951,0
NC_000015.10_846,0
SPROHSA153914,1
NC_000018.10_2684,0
SPROHSA149562,1
NC_000003.12_4615,0
NC_000002.12_5306,0
NC_000019.10_4289,0
SPENO000043,1
sp|A0A1B0GTK5|F236D_HUMAN,1
sp|P14621|ACYP2_HUMAN,1
NC_000004.12_2215,0
sp|O43678|NDUA2_HUMAN,1
sp|A0A1B0GVR7|F240C_HUMAN,1
NC_000006.12_8068,0
SPROHSA145549,1
SPENO007111,1
NC_000001.11_12442,0
NC_000005.10_1461,0
NC_000015.10_884,0
NC_000004.12_5133,0
sp|O00483|NDUA4_HUMAN,1
SPROHSA409251,1
NC_000007.14_6571,0
SPENO003629,1
NC_000003.12_4238,0
SPENO000942,1
NC_000004.12_4472,0
sp|A0A5F9ZH02|SIM42_HUMAN,1
sp|A0A1B0GVT2|SIM36_HUMAN,1
NC_000020.11_1294,0
SPENO000814,1
NC_000019.10_7085,0
NC_000003.12_3900,0
NC_000001.11_3155,0
sp|P30047|GFRP_HUMAN,1
SPENO004957,1
SPENO003542,1
NC_000001.11_5471,0
NC_000002.12_7643,0
NC_000005.10_6239,0
sp|P05204|HMGN2_HUMAN,1
NC_000013.11_1302,0
NC_000006.12_2036,0
sp|Q3LHN1|KR213_HUMAN,1
sp|P0C0P6|NPS_HUMAN,1
NC_000017.11_6503,0
sp|A0A0U1RRA0|ZNOS_HUMAN,1
NC_000014.9_1261,0
SPROHSA411207,1
SPROHSA411286,1
NC_000003.12_7842,0
sp|Q9UBK5|HCST_HUMAN,1
NC_000015.10_4624,0
SPENO004771,1
NC_000014.9_4488,0
SPENO006468,1
SPENO001686,1
sp|Q96EH5|RL39L_HUMAN,1
SPENO003907,1
sp|Q96EX1|SIM12_HUMAN,1
NC_000002.12_6560,0
SPENO000920,1
sp|P59861|D131A_HUMAN,1
NC_000010.11_6859,0
sp|Q9P298|HIG1B_HUMAN,1
NC_000007.14_7882,0
SPROHSA186588,1
NC_000019.10_425,0
sp|Q0P5P2|CQ067_HUMAN,1
SPENO000513,1
NC_000002.12_5428,0
SPENO000575,1
NC_000011.10_5932,0
SPENO003540,1
NC_000001.11_5756,0
sp|Q9Y333|LSM2_HUMAN,1
SPENO003085,1
SPROHSA139379,1
NC_000002.12_3684,0
sp|Q8IUB5|WFD13_HUMAN,1
NC_000009.12_6045,0
NC_000006.12_1169,0
NC_000017.11_7322,0
NC_000019.10_5346,0
sp|Q3ZM63|ETDA_HUMAN,1
sp|P0DMW2|PYDC4_HUMAN,1
NC_000014.9_764,0
NC_000017.11_6900,0
NC_000016.10_2349,0
SPROHSA216087,1
SPENO002917,1
NC_000011.10_3086,0
sp|Q9Y6G1|TM14A_HUMAN,1
SPROHSA407117,1
NC_000008.11_5163,0
NC_000002.12_3085,0
SPENO001040,1
sp|Q5MJ08|SPXN4_HUMAN,1
sp|A0A1B0GTQ4|MYMX_HUMAN,1
SPENO005134,1
NC_000016.10_152,0
NC_000004.12_3565,0
NC_000003.12_1686,0
NC_000009.12_2790,0
NC_000012.12_3088,0
NC_000007.14_631,0
sp|P62875|RPAB5_HUMAN,1
sp|P54710|ATNG_HUMAN,1
NC_000001.11_15295,0
NC_000010.11_5963,0
SPENO003726,1
SPENO004087,1
NC_000012.12_4759,0
NC_000016.10_1516,0
NC_000011.10_2914,0
NC_000007.14_145,0
NC_000018.10_2307,0
NC_000004.12_6458,0
NC_000017.11_1078,0
SPENO004510,1
NC_000012.12_6208,0
sp|Q9Y5V0|ZN706_HUMAN,1
SPENO004739,1
NC_000012.12_690,0
NC_000003.12_8502,0
NC_000013.11_3371,0
SPENO000220,1
sp|P82921|RT21_HUMAN,1
NC_000003.12_5113,0
SPROHSA143470,1
SPENO003986,1
NC_000010.11_6862,0
NC_000007.14_5173,0
NC_000004.12_3640,0
sp|P10176|COX8A_HUMAN,1
sp|O75711|SCRG1_HUMAN,1
sp|O75394|RM33_HUMAN,1
NC_000001.11_2038,0
sp|P0CW23|AKAI1_HUMAN,1
NC_000017.11_4778,0
SPENO002918,1
NC_000011.10_6069,0
sp|Q0VDE8|ADIG_HUMAN,1
sp|O00244|ATOX1_HUMAN,1
NC_000020.11_912,0
NC_000009.12_4219,0
NC_000012.12_6101,0
sp|A0A096LP01|SIM26_HUMAN,1
NC_000019.10_4709,0
NC_000001.11_1360,0
SPROHSA207462,1
NC_000004.12_8479,0
SPENO006446,1
NC_000023.11_4640,0
NC_000006.12_5619,0
SPENO005820,1
sp|A0A1B0GVX0|LITAD_HUMAN,1
SPROHSA176063,1
NC_000003.12_2528,0
SPROHSA398635,1
NC_000010.11_1942,0
SPENO004482,1
SPENO001914,1
SPENO000018,1
NC_000002.12_8699,0
NC_000011.10_4976,0
NC_000012.12_7785,0
SPENO006830,1
SPENO003171,1
NC_000017.11_7179,0
NC_000023.11_2364,0
sp|Q9BUK0|CHCH7_HUMAN,1
SPENO001483,1
sp|Q9C005|DPY30_HUMAN,1
SPENO005036,1
NC_000013.11_2446,0
SPENO002472,1
SPENO003528,1
SPENO005230,1
SPENO006359,1
SPENO002551,1
SPENO000012,1
sp|P61927|RL37_HUMAN,1
SPROHSA398851,1
NC_000012.12_5366,0
SPENO004551,1
sp|Q9NPU4|CN132_HUMAN,1
NC_000006.12_7275,0
sp|B3EWG3|FM25A_HUMAN,1
sp|O00198|HRK_HUMAN,1
sp|P0C8F1|PATE4_HUMAN,1
SPENO001974,1
NC_000020.11_33,0
NC_000002.12_5275,0
NC_000007.14_2094,0
NC_000016.10_2985,0
NC_000019.10_281,0
NC_000011.10_5015,0
NC_000001.11_13175,0
NC_000009.12_3734,0
SPROHSA398291,1
NC_000023.11_3811,0
SPENO001150,1
SPROHSA408310,1
SPENO000122,1
NC_000005.10_2569,0
SPROHSA399685,1
NC_000008.11_5057,0
NC_000002.12_109,0
NC_000015.10_3492,0
NC_000002.12_11394,0
NC_000013.11_473,0
sp|A0A1B0GVV1|SIM35_HUMAN,1
NC_000003.12_9028,0
NC_000017.11_3666,0
NC_000014.9_4072,0
NC_000001.11_3510,0
sp|A0A0U1RRE5|NBDY_HUMAN,1
NC_000020.11_679,0
NC_000023.11_3090,0
NC_000003.12_9050,0
SPENO001141,1
NC_000002.12_4235,0
SPENO000670,1
SPENO004368,1
NC_000016.10_1422,0
NC_000021.9_1482,0
SPENO003998,1
sp|P62945|RL41_HUMAN,1
NC_000011.10_4867,0
NC_000006.12_8608,0
NC_000003.12_2832,0
SPROHSA403912,1
NC_000007.14_3999,0
NC_000010.11_6860,0
SPENO005553,1
sp|Q3LI68|KR222_HUMAN,1
NC_000016.10_2572,0
SPENO005118,1
SPENO003818,1
NC_000007.14_7243,0
sp|Q7Z7B8|DB128_HUMAN,1
NC_000017.11_6160,0
SPROHSA186047,1
NC_000017.11_2057,0
NC_000017.11_1482,0
NC_000002.12_12478,0
sp|Q9BWJ5|SF3B5_HUMAN,1
NC_000007.14_5631,0
NC_000009.12_1240,0
sp|Q8NHZ8|CDC26_HUMAN,1
sp|A6NNX1|RIAD1_HUMAN,1
sp|P58549|FXYD7_HUMAN,1
NC_000010.11_5362,0
SPENO004783,1
NC_000023.11_3482,0
NC_000001.11_16204,0
SPENO004858,1
SPROHSA224355,1
NC_000019.10_6168,0
NC_000001.11_3161,0
sp|P56134|ATPK_HUMAN,1
sp|Q8WUW1|BRK1_HUMAN,1
NC_000001.11_11278,0
SPENO003269,1
NC_000020.11_2892,0
sp|Q9H1M4|DB127_HUMAN,1
NC_000012.12_448,0
NC_000003.12_5623,0
NC_000005.10_7282,0
NC_000019.10_4458,0
SPROHSA410866,1
SPENO000696,1
sp|Q8N104|D106A_HUMAN,1
NC_000009.12_3921,0
sp|P62312|LSM6_HUMAN,1
SPROHSA407361,1
SPROHSA158107,1
NC_000019.10_233,0
SPENO004702,1
SPENO002942,1
NC_000014.9_2679,0
SPENO003306,1
NC_000012.12_6864,0
sp|P56277|CMC4_HUMAN,1
SPROHSA408326,1
NC_000011.10_3531,0
NC_000002.12_9815,0
SPROHSA142271,1
NC_000003.12_7895,0
NC_000016.10_3666,0
SPENO005753,1
sp|Q9BQ49|SMIM7_HUMAN,1
NC_000014.9_3329,0
SPENO000567,1
NC_000012.12_247,0
SPENO006748,1
SPENO001423,1
NC_000005.10_6836,0
NC_000020.11_1554,0
SPENO006394,1
NC_000014.9_4004,0
SPENO001171,1
SPENO003805,1
NC_000011.10_2750,0
NC_000020.11_1958,0
NC_000004.12_4010,0
SPENO003258,1
sp|Q4G0G5|SC2B2_HUMAN,1
SPENO006329,1
NC_000007.14_2949,0
NC_000014.9_5915,0
NC_000003.12_1184,0
sp|O14625|CXL11_HUMAN,1
NC_000006.12_7890,0
SPENO002785,1
NC_000008.11_4169,0
SPENO006139,1
sp|Q99731|CCL19_HUMAN,1
NC_000023.11_4054,0
sp|A0A1W2PQU2|KANTR_HUMAN,1
NC_000001.11_8503,0
SPENO002528,1
sp|Q07654|TFF3_HUMAN,1
NC_000011.10_351,0
SPENO005612,1
sp|P60985|KTDAP_HUMAN,1
sp|Q9NQG1|MANBL_HUMAN,1
NC_000006.12_8178,0
SPENO006430,1
NC_000011.10_568,0
NC_000002.12_10441,0
NC_000015.10_5594,0
NC_000001.11_6707,0
SPENO003138,1
NC_000003.12_9181,0
NC_000007.14_1017,0
NC_000004.12_5647,0
NC_000015.10_5720,0
sp|O75438|NDUB1_HUMAN,1
NC_000017.11_7572,0
NC_000001.11_5439,0
sp|Q9BUW7|BBLN_HUMAN,1
SPENO003700,1
NC_000003.12_3999,0
sp|Q1W4C9|ISK13_HUMAN,1
NC_000011.10_9500,0
NC_000017.11_3414,0
sp|Q9Y258|CCL26_HUMAN,1
NC_000023.11_6055,0
SPROHSA406721,1
NC_000012.12_7646,0
NC_000010.11_5001,0
SPENO002623,1
sp|O95424|DEXI_HUMAN,1
NC_000023.11_1843,0
NC_000011.10_1368,0
SPENO003709,1
NC_000014.9_2363,0
NC_000016.10_4699,0
sp|Q3LI62|KR204_HUMAN,1
NC_000001.11_7456,0
SPENO002854,1
sp|Q01523|DEF5_HUMAN,1
sp|Q9NPE3|NOP10_HUMAN,1
SPROHSA405704,1
NC_000002.12_9919,0
sp|O96033|MOC2A_HUMAN,1
sp|Q9UGL9|CRCT1_HUMAN,1
sp|Q6ZYL4|TF2H5_HUMAN,1
NC_000015.10_505,0
NC_000002.12_8500,0
SPROHSA404316,1
NC_000014.9_4725,0
NC_000017.11_7619,0
NC_000002.12_4947,0
NC_000007.14_2221,0
sp|P09430|STP1_HUMAN,1
NC_000014.9_1311,0
NC_000004.12_8448,0
NC_000011.10_4257,0
NC_000003.12_4745,0
sp|A0A1B0GW54|SIM39_HUMAN,1
NC_000012.12_2690,0
SPENO002773,1
sp|Q8N5W8|FA24B_HUMAN,1
NC_000001.11_12345,0
SPENO003414,1
NC_000017.11_7198,0
NC_000012.12_5937,0
sp|Q8IUC2|KRA81_HUMAN,1
NC_000003.12_8499,0
NC_000011.10_5082,0
NC_000014.9_4290,0
NC_000004.12_6107,0
sp|O75531|BAF_HUMAN,1
sp|P26678|PPLA_HUMAN,1
SPENO002034,1
NC_000005.10_4494,0
sp|P63173|RL38_HUMAN,1
SPROHSA212019,1
NC_000001.11_15754,0
NC_000017.11_1345,0
sp|Q9BQ48|RM34_HUMAN,1
sp|Q3MUY2|PIGY_HUMAN,1
SPENO000486,1
sp|Q9P2W3|GBG13_HUMAN,1
NC_000001.11_914,0
sp|Q5T871|LELP1_HUMAN,1
SPENO001123,1
sp|Q9BSF0|SMAKA_HUMAN,1
SPENO004456,1
SPENO003186,1
SPROHSA160086,1
NC_000005.10_6514,0
NC_000007.14_7763,0
sp|P62304|RUXE_HUMAN,1
SPENO001623,1
NC_000006.12_1905,0
SPENO005461,1
sp|Q96KF7|SMIM8_HUMAN,1
NC_000019.10_141,0
NC_000017.11_5785,0
sp|Q6UDR6|SPIT4_HUMAN,1
SPENO004178,1
NC_000008.11_942,0
NC_000002.12_2532,0
NC_000004.12_3946,0
NC_000010.11_5171,0
SPROHSA198890,1
NC_000012.12_2959,0
SPENO002649,1
SPENO004197,1
NC_000023.11_3677,0
sp|Q8NCU8|MTLN_HUMAN,1
sp|Q30KQ6|DB114_HUMAN,1
sp|Q9Y5L2|HLPDA_HUMAN,1
NC_000019.10_5973,0
NC_000017.11_1155,0
NC_000009.12_3053,0
NC_000007.14_1360,0
NC_000002.12_3565,0
NC_000016.10_3012,0
SPENO000408,1
SPROHSA152890,1
NC_000002.12_11058,0
NC_000011.10_8092,0
NC_000001.11_4848,0
NC_000002.12_12894,0
SPENO000371,1
SPENO002085,1
sp|Q5VSR9|SPXN1_HUMAN,1
sp|Q9NYG5|APC11_HUMAN,1
NC_000002.12_5769,0
sp|A0A0U1RRN3|MISFA_HUMAN,1
NC_000011.10_206,0
SPENO003958,1
NC_000013.11_2341,0
NC_000002.12_11237,0
SPENO003305,1
NC_000001.11_1849,0
NC_000023.11_21,0
SPENO002603,1
SPENO002433,1
NC_000001.11_8410,0
SPENO006099,1
SPENO002652,1
sp|Q5EE01|CENPW_HUMAN,1
NC_000007.14_7719,0
sp|O60220|TIM8A_HUMAN,1
sp|Q49B96|COX19_HUMAN,1
NC_000019.10_1693,0
NC_000022.11_765,0
NC_000019.10_5103,0
NC_000011.10_1986,0
NC_000009.12_3899,0
SPROHSA150043,1
NC_000005.10_3645,0
SPENO002857,1
NC_000021.9_808,0
NC_000011.10_8115,0
NC_000017.11_930,0
NC_000001.11_3756,0
SPENO005936,1
NC_000009.12_2813,0
SPENO004883,1
NC_000019.10_5834,0
NC_000017.11_1538,0
NC_000019.10_6072,0
sp|A0A0U1RRL7|MMPOS_HUMAN,1
sp|K7EJ46|SIM22_HUMAN,1
sp|Q9P2X0|DPM3_HUMAN,1
SPROHSA164578,1
sp|A0A411D538|SCPPQ_HUMAN,1
SPENO000015,1
SPENO003550,1
sp|A6NF83|NUPR2_HUMAN,1
sp|A8MTZ0|BBIP1_HUMAN,1
NC_000010.11_6077,0
NC_000009.12_3531,0
SPENO002661,1
SPENO006941,1
SPENO006877,1
NC_000017.11_3967,0
sp|Q96HG1|SIM10_HUMAN,1
SPROHSA163271,1
SPROHSA411382,1
sp|O14949|QCR8_HUMAN,1
NC_000003.12_3786,0
SPENO004447,1
NC_000019.10_4182,0
NC_000022.11_473,0
SPENO005786,1
NC_000001.11_15371,0
SPROHSA136350,1
sp|Q3LI60|KR203_HUMAN,1
NC_000010.11_132,0
NC_000004.12_5794,0
sp|Q9Y5U9|IR3IP_HUMAN,1
SPENO001493,1
SPENO002016,1
NC_000002.12_6593,0
NC_000023.11_3210,0
NC_000006.12_7301,0
NC_000016.10_3190,0
NC_000001.11_9788,0
sp|O00631|SARCO_HUMAN,1
NC_000019.10_9444,0
sp|Q7Z4G1|COMD6_HUMAN,1
NC_000003.12_1354,0
sp|Q69YU5|UQCC6_HUMAN,1
SPENO002680,1
sp|Q8IUB3|WF10B_HUMAN,1
SPENO002219,1
SPENO005493,1
sp|P15515|HIS1_HUMAN,1
NC_000011.10_6262,0
sp|Q8N688|DB123_HUMAN,1
NC_000009.12_4716,0
NC_000022.11_1834,0
NC_000023.11_5541,0
sp|O43504|LTOR5_HUMAN,1
NC_000001.11_16392,0
sp|Q6UW78|UQCC3_HUMAN,1
SPENO002627,1
sp|P09669|COX6C_HUMAN,1
NC_000007.14_6524,0
NC_000006.12_4727,0
SPENO004365,1
NC_000021.9_172,0
NC_000013.11_1547,0
NC_000006.12_4623,0
sp|Q5JSS6|MEIG1_HUMAN,1
sp|A0A1B0GUI7|BRDOS_HUMAN,1
NC_000013.11_615,0
NC_000014.9_3225,0
sp|P49223|SPIT3_HUMAN,1
NC_000006.12_7759,0
SPENO005901,1
sp|P04553|HSP1_HUMAN,1
sp|P0DKX4|SIM18_HUMAN,1
NC_000015.10_3428,0
SPENO004188,1
sp|P0DI80|SMIM6_HUMAN,1
SPENO001122,1
NC_000012.12_6853,0
SPROHSA405461,1
NC_000004.12_6886,0
NC_000009.12_6175,0
SPENO002464,1
NC_000021.9_1548,0
NC_000007.14_5393,0
sp|P02656|APOC3_HUMAN,1
NC_000005.10_8483,0
NC_000011.10_193,0
NC_000020.11_3075,0
SPROHSA147565,1
NC_000013.11_3083,0
NC_000012.12_3895,0
SPENO006231,1
SPENO004446,1
NC_000017.11_2128,0
sp|O75506|HSBP1_HUMAN,1
SPENO000802,1
NC_000016.10_2061,0
NC_000011.10_1077,0
NC_000003.12_2009,0
SPENO006657,1
sp|L0R819|ASURF_HUMAN,1
NC_000017.11_3139,0
SPENO004074,1
NC_000018.10_1922,0
NC_000009.12_5036,0
SPENO006659,1
SPENO004575,1
SPENO006436,1
sp|Q9H1C7|CYTM1_HUMAN,1
sp|Q02325|PLGB_HUMAN,1
SPROHSA409783,1
NC_000012.12_1780,0
sp|Q96QK8|SIM14_HUMAN,1
sp|P0DUH7|HRURF_HUMAN,1
NC_000001.11_5917,0
SPROHSA216251,1
SPROHSA214184,1
SPENO000364,1
sp|Q9NRR8|C42S1_HUMAN,1
NC_000002.12_2572,0
SPROHSA406665,1
NC_000010.11_4580,0
NC_000002.12_13831,0
SPROHSA142035,1
NC_000003.12_1869,0
NC_000021.9_388,0
SPROHSA214737,1
NC_000010.11_4120,0
NC_000001.11_212,0
NC_000016.10_2436,0
SPENO001899,1
NC_000019.10_794,0
NC_000007.14_812,0
SPENO002613,1
SPENO002458,1
SPENO005735,1
sp|O43676|NDUB3_HUMAN,1
NC_000013.11_1891,0
NC_000009.12_5415,0
sp|Q3LI66|KRA62_HUMAN,1
SPENO004530,1
NC_000004.12_2718,0
sp|Q99525|H4G_HUMAN,1
SPENO002786,1
sp|Q96I36|COX14_HUMAN,1
SPROHSA179582,1
NC_000012.12_2043,0
SPENO006175,1
NC_000018.10_370,0
sp|Q69YL0|NCAS2_HUMAN,1
SPENO006835,1
NC_000007.14_5417,0
NC_000014.9_5016,0
sp|P58511|SIM11_HUMAN,1
SPENO003681,1
SPENO000361,1
SPROHSA183718,1
NC_000019.10_5309,0
NC_000005.10_4681,0
NC_000002.12_5723,0
sp|P62306|RUXF_HUMAN,1
NC_000009.12_6450,0
sp|Q8NES8|DB124_HUMAN,1
SPENO000725,1
SPROHSA405703,1
NC_000013.11_1822,0
NC_000006.12_6744,0
sp|A1L190|SYCE3_HUMAN,1
SPROHSA406890,1
NC_000007.14_55,0
NC_000022.11_751,0
NC_000005.10_5880,0
SPENO000398,1
