id,label
SPROHSA214737,1
NC_000008.11_4204,0
NC_000011.10_50,0
NC_000003.12_9050,0
NC_000012.12_5690,0
NC_000001.11_4502,0
NC_000015.10_884,0
NC_000014.9_2435,0
NC_000006.12_7890,0
sp|Q8TAT8|YK045_HUMAN,1
sp|Q5JQF7|CF100_HUMAN,1
NC_000004.12_4010,0
sp|A0A024R1R8|TMA7B_HUMAN,1
NC_000001.11_11629,0
NC_000022.11_805,0
NC_000014.9_5908,0
NC_000006.12_6057,0
sp|L0R819|ASURF_HUMAN,1
sp|P02808|STAT_HUMAN,1
NC_000005.10_5680,0
NC_000005.10_4546,0
NC_000014.9_4004,0
SPROHSA407361,1
NC_000016.10_3285,0
sp|Q9Y4Y9|LSM5_HUMAN,1
sp|P63167|DYL1_HUMAN,1
NC_000011.10_6791,0
NC_000016.10_1422,0
NC_000021.9_1036,0
SPENO000725,1
NC_000008.11_2255,0
NC_000002.12_264,0
NC_000001.11_7456,0
NC_000005.10_4926,0
SPROHSA409324,1
sp|C9JXX5|FREY_HUMAN,1
sp|Q8NEE0|KLAS1_HUMAN,1
NC_000003.12_8499,0
NC_000019.10_2915,0
NC_000014.9_4290,0
SPENO004739,1
sp|Q9Y5U9|IR3IP_HUMAN,1
NC_000019.10_1315,0
NC_000013.11_473,0
SPROHSA411207,1
SPENO001488,1
NC_000020.11_1298,0
SPROHSA172941,1
NC_000003.12_6793,0
NC_000001.11_8761,0
NC_000012.12_5937,0
SPENO004540,1
SPENO005739,1
NC_000002.12_5428,0
NC_000003.12_739,0
NC_000001.11_13634,0
NC_000017.11_726,0
sp|P50238|CRIP1_HUMAN,1
NC_000022.11_2273,0
NC_000002.12_4189,0
sp|A0A1B0GUV1|CQ114_HUMAN,1
SPROHSA143470,1
NC_000014.9_634,0
SPROHSA171477,1
NC_000002.12_13883,0
SPENO000696,1
SPENO002064,1
SPENO002458,1
NC_000007.14_1982,0
SPENO001134,1
sp|A0A1B0GU33|TEX53_HUMAN,1
NC_000009.12_3921,0
NC_000011.10_6157,0
NC_000017.11_5173,0
NC_000016.10_526,0
SPENO004510,1
sp|Q8IUB3|WF10B_HUMAN,1
sp|P02654|APOC1_HUMAN,1
sp|Q9H379|YI012_HUMAN,1
NC_000017.11_1204,0
SPENO001378,1
SPENO003726,1
sp|Q3LHN2|KR192_HUMAN,1
SPROHSA187912,1
NC_000010.11_5362,0
SPROHSA136350,1
SPROHSA408687,1
sp|Q8IUC2|KRA81_HUMAN,1
NC_000003.12_9028,0
sp|Q96GX8|CP074_HUMAN,1
sp|Q99440|CD006_HUMAN,1
NC_000017.11_3444,0
NC_000012.12_8855,0
NC_000018.10_1224,0
SPENO004087,1
NC_000001.11_3161,0
NC_000023.11_4054,0
NC_000019.10_2815,0
sp|Q8N690|DB119_HUMAN,1
sp|Q14602|ID2B_HUMAN,1
sp|Q8TF09|DLRB2_HUMAN,1
sp|A0A1B0GV90|CTXD2_HUMAN,1
SPENO004575,1
SPROHSA406665,1
sp|Q9UI72|YE014_HUMAN,1
NC_000012.12_4759,0
SPENO004957,1
NC_000002.12_3684,0
sp|Q3LI59|KR212_HUMAN,1
sp|O43504|LTOR5_HUMAN,1
SPROHSA139121,1
NC_000006.12_9121,0
sp|P0CJ72|HMN5_HUMAN,1
sp|O95777|LSM8_HUMAN,1
NC_000004.12_1730,0
SPROHSA406890,1
NC_000012.12_7556,0
SPENO001147,1
NC_000016.10_2586,0
SPENO001749,1
SPENO004955,1
NC_000018.10_118,0
NC_000002.12_8829,0
NC_000021.9_894,0
NC_000017.11_3674,0
sp|O15225|INE1_HUMAN,1
NC_000003.12_9321,0
SPENO000093,1
sp|P0CJ77|HMN10_HUMAN,1
SPENO002576,1
NC_000021.9_1548,0
sp|P06703|S10A6_HUMAN,1
sp|Q71RC9|SMIM5_HUMAN,1
NC_000011.10_1558,0
SPROHSA171918,1
NC_000019.10_8547,0
NC_000001.11_8410,0
SPENO000819,1
NC_000016.10_166,0
SPENO000513,1
sp|A0A455ZAR2|PNT87_HUMAN,1
NC_000002.12_436,0
SPENO001069,1
SPENO005780,1
sp|Q9C005|DPY30_HUMAN,1
NC_000012.12_5965,0
NC_000001.11_11145,0
SPENO000744,1
SPENO006748,1
SPROHSA149855,1
NC_000014.9_4393,0
NC_000022.11_2529,0
NC_000019.10_70,0
NC_000017.11_4690,0
SPENO001974,1
NC_000013.11_960,0
NC_000010.11_4348,0
sp|P31358|CD52_HUMAN,1
sp|Q96HG1|SIM10_HUMAN,1
sp|P07108|ACBP_HUMAN,1
NC_000015.10_5594,0
NC_000019.10_5973,0
SPENO005407,1
sp|C9JCN9|HSBPL_HUMAN,1
SPROHSA172676,1
NC_000022.11_1179,0
SPENO003633,1
SPENO001483,1
NC_000009.12_5054,0
SPROHSA408136,1
NC_000018.10_1943,0
NC_000011.10_6594,0
NC_000016.10_4593,0
SPENO006309,1
SPENO000062,1
sp|P62945|RL41_HUMAN,1
NC_000002.12_9124,0
sp|B2RUZ4|SMIM1_HUMAN,1
NC_000005.10_241,0
NC_000002.12_5694,0
SPENO006436,1
sp|Q30KP9|DB135_HUMAN,1
NC_000002.12_2053,0
NC_000012.12_2043,0
sp|P29034|S10A2_HUMAN,1
sp|Q5VT28|FAM27_HUMAN,1
NC_000013.11_1301,0
sp|C0HM83|SHMOS_HUMAN,1
SPENO004186,1
sp|Q6UWK7|GP15L_HUMAN,1
NC_000011.10_9081,0
SPENO002388,1
NC_000004.12_2687,0
sp|P61925|IPKA_HUMAN,1
SPENO000241,1
NC_000009.12_2604,0
sp|Q16048|MCHL1_HUMAN,1
SPENO006712,1
NC_000006.12_1705,0
NC_000019.10_1693,0
sp|Q9NYJ1|COA4_HUMAN,1
sp|Q9BQ49|SMIM7_HUMAN,1
sp|Q17RA5|CMAS1_HUMAN,1
SPENO004530,1
sp|P13500|CCL2_HUMAN,1
NC_000002.12_11869,0
sp|A0A1B0GTK5|F236D_HUMAN,1
sp|Q538Z0|LUZP6_HUMAN,1
NC_000007.14_610,0
NC_000002.12_1041,0
NC_000018.10_823,0
NC_000003.12_6581,0
NC_000019.10_1946,0
SPENO005728,1
sp|O00631|SARCO_HUMAN,1
SPENO003946,1
NC_000003.12_2009,0
NC_000010.11_1942,0
sp|A6NHS1|YK042_HUMAN,1
NC_000003.12_5910,0
sp|O95969|SG1D2_HUMAN,1
sp|Q7Z4G1|COMD6_HUMAN,1
NC_000006.12_7403,0
sp|A0A1B0GVX0|LITAD_HUMAN,1
sp|P51671|CCL11_HUMAN,1
NC_000013.11_615,0
sp|A0A1B0GTC6|CC085_HUMAN,1
NC_000014.9_357,0
sp|Q6UWT2|ENHO_HUMAN,1
SPENO003166,1
NC_000008.11_213,0
SPENO005881,1
sp|Q00LT1|PRCD_HUMAN,1
NC_000009.12_2425,0
SPROHSA408335,1
NC_000002.12_12231,0
SPROHSA198890,1
sp|Q3LI60|KR203_HUMAN,1
sp|Q9NPU4|CN132_HUMAN,1
sp|Q4G0G2|H1AS1_HUMAN,1
NC_000002.12_10038,0
NC_000007.14_830,0
NC_000005.10_577,0
NC_000014.9_4586,0
NC_000004.12_8387,0
NC_000014.9_919,0
NC_000006.12_5951,0
SPROHSA402236,1
sp|Q5VT33|CX031_HUMAN,1
sp|Q9NRJ1|MOST1_HUMAN,1
NC_000011.10_8228,0
SPENO006254,1
NC_000021.9_388,0
NC_000014.9_4107,0
sp|Q06250|WIT1_HUMAN,1
NC_000002.12_8685,0
NC_000021.9_447,0
NC_000006.12_710,0
NC_000006.12_7301,0
sp|Q75NE6|MIRH1_HUMAN,1
sp|Q5JTB6|PLAC9_HUMAN,1
NC_000003.12_6021,0
NC_000006.12_8508,0
NC_000020.11_801,0
SPENO000001,1
NC_000007.14_1147,0
NC_000002.12_3503,0
NC_000015.10_3764,0
SPENO000949,1
sp|Q9BZ97|TTY13_HUMAN,1
sp|P62306|RUXF_HUMAN,1
sp|Q07654|TFF3_HUMAN,1
NC_000017.11_930,0
SPROHSA191564,1
NC_000003.12_4625,0
sp|P13236|CCL4_HUMAN,1
sp|P60468|SC61B_HUMAN,1
sp|P62891|RL39_HUMAN,1
sp|O14949|QCR8_HUMAN,1
sp|P56378|ATP68_HUMAN,1
sp|P12838|DEF4_HUMAN,1
sp|Q9HC47|CTGE1_HUMAN,1
sp|P57730|CAR18_HUMAN,1
sp|Q8NHE4|VA0E2_HUMAN,1
SPENO000220,1
sp|P59768|GBG2_HUMAN,1
NC_000019.10_8773,0
NC_000019.10_8809,0
SPROHSA196000,1
sp|Q9Y6J3|SMA5O_HUMAN,1
NC_000017.11_893,0
NC_000019.10_8952,0
NC_000013.11_1883,0
sp|Q05BU3|F86JP_HUMAN,1
NC_000016.10_4007,0
SPROHSA220724,1
sp|Q9Y6C7|L3R2A_HUMAN,1
SPENO003629,1
SPROHSA405345,1
SPROHSA172502,1
NC_000023.11_1286,0
NC_000018.10_1922,0
NC_000020.11_2785,0
NC_000005.10_4160,0
sp|Q9BZK8|OCR1_HUMAN,1
SPENO001428,1
NC_000011.10_5974,0
SPENO002843,1
sp|A0A1B0GW54|SIM39_HUMAN,1
NC_000003.12_7897,0
sp|Q9H1F0|WF10A_HUMAN,1
NC_000019.10_5720,0
NC_000001.11_3880,0
sp|A0A0U1RRE5|NBDY_HUMAN,1
NC_000002.12_12257,0
NC_000014.9_1261,0
SPROHSA191066,1
NC_000007.14_3419,0
NC_000007.14_3999,0
NC_000002.12_4947,0
NC_000012.12_6368,0
NC_000020.11_337,0
SPENO002709,1
sp|P0DI80|SMIM6_HUMAN,1
NC_000003.12_2528,0
NC_000017.11_6566,0
NC_000013.11_1302,0
sp|Q16627|CCL14_HUMAN,1
sp|Q8NEX5|WFDC9_HUMAN,1
NC_000003.12_9625,0
NC_000006.12_1548,0
sp|P01303|NPY_HUMAN,1
NC_000019.10_4458,0
NC_000009.12_3925,0
SPENO005963,1
SPENO003972,1
SPENO002396,1
sp|P0DP57|SLUR2_HUMAN,1
sp|Q92686|NEUG_HUMAN,1
SPENO000962,1
NC_000001.11_1849,0
NC_000014.9_764,0
NC_000012.12_7785,0
NC_000001.11_15740,0
SPENO005462,1
SPROHSA184449,1
sp|P0CJ69|HMN2_HUMAN,1
NC_000014.9_5462,0
sp|C0HLU2|SEHBP_HUMAN,1
sp|P09669|COX6C_HUMAN,1
sp|P47944|MT4_HUMAN,1
sp|A0A5F9ZH02|SIM42_HUMAN,1
sp|Q9HBF5|ST20_HUMAN,1
sp|Q8IU53|CASC2_HUMAN,1
sp|P81277|PRRP_HUMAN,1
NC_000001.11_13078,0
sp|P0C6T2|OST4_HUMAN,1
SPENO006760,1
NC_000010.11_2946,0
SPENO002680,1
sp|Q8IZM0|CNG1O_HUMAN,1
SPROHSA136288,1
NC_000015.10_2090,0
SPROHSA402467,1
sp|Q16612|NREP_HUMAN,1
sp|Q9BXN6|SPNXD_HUMAN,1
NC_000011.10_1383,0
NC_000001.11_15380,0
NC_000005.10_5814,0
SPENO001957,1
sp|P0DV60|LCE7A_HUMAN,1
NC_000014.9_5915,0
sp|Q1T7F1|CCB42_HUMAN,1
SPROHSA207462,1
NC_000002.12_11394,0
NC_000001.11_5183,0
SPENO001545,1
NC_000019.10_8641,0
SPROHSA174485,1
NC_000007.14_2926,0
sp|Q5JQD4|PYY3_HUMAN,1
NC_000006.12_1905,0
SPENO006307,1
SPROHSA407117,1
sp|P60903|S10AA_HUMAN,1
sp|Q9P0B6|CC167_HUMAN,1
NC_000005.10_3345,0
SPENO001493,1
NC_000012.12_8678,0
NC_000005.10_2097,0
sp|Q15847|ADIRF_HUMAN,1
NC_000015.10_2028,0
NC_000008.11_966,0
NC_000022.11_287,0
NC_000002.12_13831,0
NC_000013.11_201,0
sp|Q6IE38|ISK14_HUMAN,1
sp|Q9Y241|HIG1A_HUMAN,1
NC_000003.12_4971,0
SPENO000486,1
NC_000010.11_6791,0
NC_000006.12_3019,0
NC_000011.10_3643,0
NC_000001.11_5551,0
NC_000001.11_6104,0
SPROHSA142774,1
NC_000005.10_1904,0
NC_000019.10_2002,0
sp|Q9Y333|LSM2_HUMAN,1
SPENO005576,1
sp|P06028|GLPB_HUMAN,1
SPENO001784,1
SPENO005490,1
NC_000016.10_2880,0
SPROHSA212553,1
NC_000011.10_1214,0
NC_000010.11_3722,0
SPROHSA409509,1
NC_000009.12_5298,0
NC_000019.10_3109,0
NC_000004.12_1570,0
NC_000010.11_4874,0
NC_000003.12_5623,0
NC_000002.12_9830,0
NC_000008.11_5533,0
NC_000014.9_5279,0
sp|P80075|CCL8_HUMAN,1
NC_000022.11_294,0
NC_000023.11_4750,0
NC_000012.12_1810,0
SPENO000929,1
NC_000002.12_1155,0
NC_000001.11_9788,0
sp|P0C2S0|CTXN2_HUMAN,1
SPENO001854,1
NC_000016.10_1937,0
sp|Q9NP97|DLRB1_HUMAN,1
NC_000003.12_595,0
NC_000014.9_2129,0
NC_000008.11_1097,0
NC_000006.12_8608,0
NC_000016.10_1184,0
NC_000002.12_11237,0
sp|O75394|RM33_HUMAN,1
NC_000014.9_481,0
SPROHSA408326,1
NC_000009.12_1644,0
NC_000002.12_5723,0
sp|C9JFL3|PHGR1_HUMAN,1
NC_000017.11_6265,0
sp|P14854|CX6B1_HUMAN,1
NC_000023.11_4361,0
NC_000004.12_8182,0
sp|Q8N688|DB123_HUMAN,1
NC_000003.12_8502,0
NC_000003.12_9858,0
NC_000022.11_1834,0
sp|Q96IT6|ARAS1_HUMAN,1
sp|Q629K1|TRIQK_HUMAN,1
sp|Q9Y2B9|IPKG_HUMAN,1
sp|Q9H503|BAFL_HUMAN,1
NC_000020.11_2116,0
NC_000002.12_13047,0
sp|P60985|KTDAP_HUMAN,1
SPENO004013,1
SPROHSA193432,1
SPENO006103,1
NC_000003.12_10086,0
NC_000008.11_4304,0
NC_000002.12_10741,0
sp|P54710|ATNG_HUMAN,1
NC_000013.11_3687,0
NC_000002.12_1152,0
sp|Q56P42|PYDC2_HUMAN,1
SPROHSA205300,1
NC_000008.11_1587,0
NC_000014.9_4072,0
SPROHSA398851,1
sp|O00453|LST1_HUMAN,1
NC_000018.10_1082,0
NC_000011.10_1467,0
sp|H3BU77|CC179_HUMAN,1
NC_000023.11_4918,0
sp|Q9P2X7|DEC1_HUMAN,1
NC_000003.12_7089,0
NC_000001.11_4296,0
sp|Q156A1|ATX8_HUMAN,1
sp|Q9BS18|APC13_HUMAN,1
NC_000007.14_5927,0
NC_000020.11_33,0
NC_000014.9_4623,0
SPENO002773,1
NC_000019.10_281,0
sp|O14604|TYB4Y_HUMAN,1
NC_000019.10_7886,0
NC_000003.12_3373,0
SPENO006757,1
SPENO006867,1
sp|Q15053|K0040_HUMAN,1
NC_000008.11_2806,0
SPENO002195,1
NC_000010.11_5001,0
SPROHSA223786,1
NC_000002.12_6650,0
NC_000015.10_1906,0
NC_000008.11_5683,0
SPENO001010,1
NC_000023.11_853,0
sp|O75324|SNN_HUMAN,1
NC_000005.10_6572,0
sp|P0DO92|ENOL_HUMAN,1
sp|A4D0Y5|CG077_HUMAN,1
NC_000002.12_6162,0
NC_000001.11_12322,0
NC_000001.11_14502,0
NC_000001.11_13350,0
NC_000007.14_5173,0
NC_000014.9_1426,0
NC_000003.12_3565,0
sp|Q9H2U6|CO005_HUMAN,1
NC_000007.14_2949,0
sp|O15172|PSPHL_HUMAN,1
NC_000011.10_5421,0
NC_000003.12_7895,0
sp|H3BMG3|SMKR1_HUMAN,1
SPROHSA153914,1
sp|C0HM01|RBRP_HUMAN,1
NC_000014.9_4305,0
sp|Q3LI68|KR222_HUMAN,1
SPENO006479,1
NC_000023.11_427,0
NC_000005.10_2935,0
NC_000018.10_3,0
sp|Q14802|FXYD3_HUMAN,1
NC_000022.11_1587,0
sp|P0CJ73|HMN6_HUMAN,1
SPENO003306,1
NC_000002.12_6560,0
sp|Q14061|COX17_HUMAN,1
sp|P0C8F1|PATE4_HUMAN,1
NC_000003.12_9923,0
SPENO002479,1
sp|D0EPY3|SIM47_HUMAN,1
sp|Q9P1J3|DHAS1_HUMAN,1
NC_000023.11_2136,0
sp|P61960|UFM1_HUMAN,1
SPROHSA409251,1
sp|P62273|RS29_HUMAN,1
NC_000007.14_2733,0
SPENO002627,1
sp|S4R3Y5|HMN11_HUMAN,1
sp|P02656|APOC3_HUMAN,1
NC_000009.12_1664,0
sp|Q9P1F3|ABRAL_HUMAN,1
NC_000004.12_5794,0
NC_000009.12_4062,0
NC_000012.12_2004,0
NC_000005.10_2502,0
NC_000012.12_6864,0
sp|Q6UWT4|CE046_HUMAN,1
sp|A0A1B0GVR7|F240C_HUMAN,1
NC_000020.11_2121,0
NC_000016.10_1916,0
SPENO004066,1
SPENO007111,1
sp|Q8NFU4|FDSCP_HUMAN,1
SPENO006657,1
SPENO002574,1
NC_000002.12_6936,0
sp|P20155|ISK2_HUMAN,1
NC_000017.11_1482,0
sp|Q9P1C3|YN010_HUMAN,1
NC_012920.1_73,0
sp|Q9BZL1|UBL5_HUMAN,1
sp|Q49B96|COX19_HUMAN,1
NC_000010.11_3536,0
sp|Q8IVN3|MSTN1_HUMAN,1
SPENO000881,1
NC_000007.14_6498,0
sp|Q8IVK1|GLCM1_HUMAN,1
NC_000015.10_4624,0
SPENO005461,1
NC_000005.10_2899,0
SPENO000932,1
sp|Q13166|CATR1_HUMAN,1
NC_000003.12_4937,0
NC_000014.9_828,0
SPENO000043,1
sp|Q02221|CX6A2_HUMAN,1
SPENO004244,1
NC_000016.10_4699,0
sp|Q30KQ7|DB113_HUMAN,1
NC_000013.11_3691,0
NC_000001.11_5826,0
NC_000010.11_6077,0
